symbol,market_cap
KBCGLOBAL,207.34
KCEIL,246.65
KCK,152.42
KCP,3055.3
KCPSUGIND,533.48
KDDL,3460.24
KDL,568.33
KEC,22983.7
KECL,1341.56
KEEPLEARN,46.87
KEI,39976.05
KEL,149
KELLTONTEC,1066.55
KERNEX,714.62
KESORAMIND,6137.94
KEYFINSERV,121.8
KFINTECH,11816.56
KHADIM,619.28
KHAICHEM,748.76
KHAITANLTD,38.24
KHANDSE,45.36
KHFM,156.12
KICL,2005.9
KILITCH,514.63
KIMS,16679.39
KINGFA,2670.36
KIOCL,27443
KIRIINDUS,1792.95
KIRLOSBROS,16890.28
KIRLOSENG,19207.09
KIRLOSIND,6101.35
KIRLPNU,8355.73
KITEX,1379.54
KKCL,4375.39
KLL,166.03
KMSUGAR,442.52
KNAGRI,359.98
KNRCON,10120.23
KODYTECH,1905.12
KOHINOOR,165.78
KOKUYOCMLN,1539.66
KOLTEPATIL,3326.71
KONSTELEC,279.95
KONTOR,69.06
KOPRAN,1222.19
KORE,704.14
KOTAKBANK,346897.5
KOTARISUG,524.68
KOTHARIPET,798.84
KOTHARIPRO,391.28
KOTYARK,969.32
KPIGREEN,10790.59
KPIL,18641.51
KPITTECH,41535.53
KPRMILL,29913.85
KRBL,6889.59
KREBSBIO,156.31
KRIDHANINF,37.82
KRISHANA,1762.69
KRISHCA,263.13
KRISHIVAL,510.56
KRISHNADEF,1271.35
KRITI,962.31
KRITIKA,535.22
KRITINUT,560.76
KRONOX,560.27
KRSNAA,2079.95
KRYSTAL,1043.7
KSB,16091.67
KSCL,4814.7
KSHITIJPOL,62.91
KSL,3662.27
KSOLVES,1388.34
KTKBANK,8568.35
KTL,67.03
KUANTUM,1409.31
LAGNAM,264.19
LAKPRE,4.9
LAL,248.8
LALPATHLAB,22347.69
LAMBODHARA,157.69
LANCORHOL,327.02
LANDMARK,3049.93
LAOPALA,3749.58
LASA,116.23
LATENTVIEW,10207.19
LATTEYS,82.79
LAURUSLABS,23175.53
LAWSIKHO,544.11
LAXMICOT,53.86
LAXMIMACH,17626.95
LCCINFOTEC,43.29
LEMERITE,302.79
LEMONTREE,11517.68
LEXUS,79.19
LFIC,69.57
LGBBROSLTD,3939.75
LGBFORGE,245.82
LGHL,762.87
LIBAS,47.89
LIBERTSHOE,611.74
LICHSGFIN,40512.14
LICI,653214.14
LICMFGOLD,129.16
LICNETFGSC,1963.94
LICNETFN50,800.07
LICNETFSEN,795.27
LICNFNHGP,705.67
LICNMID100,595.13
LIKHITHA,1703.45
LINC,864.15
LINCOLN,1204.89
LINDEINDIA,76175.87
LIQUID,60.01
LIQUID1,49.13
LIQUIDADD,623.87
LIQUIDBEES,12263.81
LIQUIDBETF,22.31
LIQUIDCASE,1332.43
LIQUIDETF,974.93
LIQUIDIETF,3231.49
LIQUIDSBI,121.58
LLOYDS,250.21
LLOYDSENGG,7855.01
LLOYDSME,36312.57
LODHA,153896.53
LOKESHMACH,830.5
LORDSCHLO,342.29
LOTUSEYE,128.94
LOVABLE,184.7
LOWVOL,9.77
LOWVOL1,122.23
LOWVOLIETF,2955.52
LOYALTEX,295.34
LPDC,128.78
LRRPL,24.67
LT,495866.96
LTF,43895.87
LTFOODS,9042.47
LTGILTBEES,1790.56
LTIM,148674.01
LTTS,51366.92
LUMAXIND,2645.69
LUMAXTECH,3596.68
LUPIN,71663.15
LUXIND,4337.24
LXCHEM,7035.66
LYKALABS,379.67
LYPSAGEMS,17.07
MAANALU,740.96
MACPOWER,1387.58
MADHAV,38.12
MADHAVBAUG,155.65
MADHUCON,74.16
MADHUSUDAN,187.05
MADRASFERT,1736.67
MAFANG,2393.97
MAGADSUGAR,1132.47
MAGNUM,319.4
MAGSON,74.5
MAHABANK,46383
MAHAPEXLTD,235.46
MAHASTEEL,173.96
MAHEPC,451.98
MAHESHWARI,195.34
MAHKTECH,274.9
MAHLIFE,9767.36
MAHLOG,3386.37
MAHSCOOTER,9145.71
MAHSEAMLES,9045.62
MAITHANALL,3577.81
MAKEINDIA,179.31
MAKS,41.4
MAL,103.68
MALLCOM,639.51
MALUPAPER,60.56
MANAKALUCO,185.79
MANAKCOAT,488.99
MANAKSIA,652.46
MANAKSTEEL,358.8
MANALIPETC,1609.91
MANAPPURAM,16124.58
MANDEEP,64.09
MANGALAM,170.55
MANGCHEFER,1473.74
MANGLMCEM,2474.76
MANINDS,2595.88
MANINFRA,7269.08
MANKIND,88243.9
MANOMAY,333.9
MANORAMA,4201.14
MANORG,321.17
MANUGRAPH,69.95
MANYAVAR,28489.27
MAPMYINDIA,10852.25
MARALOVER,300.52
MARATHON,3052.01
MARCO,80.69
MARICO,80379.98
MARINE,2151.43
MARKSANS,7173.13
MARSHALL,67
MARUTI,384640.11
MASFIN,5165.56
MASKINVEST,24.72
MASPTOP50,758.2
MASTEK,8404.06
MASTER,142.78
MATRIMONY,1378.37
MAWANASUG,512.04
MAXESTATES,6697.85
MAXHEALTH,87379.79
MAXIND,1297.07
MAXPOSURE,197.85
MAYURUNIQ,2892.08
MAZDA,565.13
MAZDOCK,80070.93
MBAPL,2077.2
MBECL,84.35
MBLINFRA,534.25
MCL,101.65
MCLEODRUSS,295.61
MCON,90.18
MCX,19715.97
MDL,195.11
MEDANTA,36329.05
MEDIASSIST,4148.18
MEDICAMEQ,596.76
MEDICO,323.64
MEDPLUS,8313.8
MEGASOFT,493.52
MEGASTAR,285.44
MEGATHERM,772.47
MENONBE,717.31
MEP,171.34
METROBRAND,33691.26
METROPOLIS,9973.74
MFSL,34095.61
MGEL,364.16
MGL,14287.71
MHHL,101.57
MHLXMIRU,220.9
MHRIL,8780.86
MICEL,1294.8
MICROPRO,62.2
MID150BEES,1665.69
MID150CASE,14.65
MIDCAP,29.74
MIDCAPETF,815.56
MIDCAPIETF,370.96
MIDHANI,8627.01
MIDQ50ADD,96.49
MIDSELIETF,60.83
MIDSMALL,163
MILTON,59.48
MINDACORP,11144.69
MINDSPACE,20073.07
MINDTECK,754.96
MIRCELECTR,482.46
MIRZAINT,610.85
MITCON,245.78
MITTAL,65.4
MKPL,467.34
MMFL,2970.77
MMP,688.16
MMTC,12502.5
MNC,21.59
MODIRUBBER,257.92
MODISONLTD,394.2
MODTHREAD,199.12
MOGSEC,86.26
MOHEALTH,15.06
MOHITIND,32.45
MOIL,10316.7
MOKSH,77.22
MOL,2128.86
MOLDTECH,729.76
MOLDTKPAC,2621.96
MOLOWVOL,56.66
MOM100,463.16
MOM30IETF,225.62
MOM50,42.11
MOMENTUM,70.35
MOMOMENTUM,87.42
MON100,8084.8
MONARCH,1778.83
MONIFTY500,41.12
MONQ50,21.49
MONTECARLO,1227.34
MOQUALITY,16.15
MOREALTY,27.15
MOREPENLAB,2783.31
MOS,424.78
MOSMALL250,9.89
MOTHERSON,123703.57
MOTILALOFS,41086.86
MOTISONS,1704.1
MOTOGENFIN,130.9
MOVALUE,95.18
MOXSH,28.91
MPHASIS,45482.82
MPSLTD,3487.88
MRF,53013.44
MRO-TEK,148.51
MRPL,37637.06
MSPL,1013.64
MSTCLTD,6244.48
MSUMI,33998.32
MTARTECH,5761.12
MTEDUCARE,23.33
MTNL,2646
MUFIN,1895.71
MUFTI,1102.5
MUKANDLTD,2410.19
MUKKA,1020
MUKTAARTS,157.89
MUNJALAU,876
MUNJALSHOW,633.92
MURUDCERA,291.59
MUTHOOTCAP,513.16
MUTHOOTFIN,69934.62
MUTHOOTMF,4168.53
MVGJL,1146.74
MVKAGRO,67.69
MWL,338.11
NACLIND,1513.69
NAGAFERT,789.45
NAGREEKCAP,28.67
NAGREEKEXP,100.37
NAHARCAP,490.66
NAHARINDUS,559.51
NAHARPOLY,592.82
NAHARSPING,985.48
NAM-INDIA,40968.43
NAMAN,97.09
NARMADA,28.18
NATCOPHARM,20991.68
NATHBIOGEN,382.17
NATIONALUM,34014.42
NAUKRI,80788.74
NAVA,10418.59
NAVINFLUOR,18059.17
NAVINIFTY,7.05
NAVKARCORP,1535.15
NAVNETEDUL,3438.44
NAZARA,6590.24
NBCC,29088
NBIFIN,445.32
NCC,19871.34
NCLIND,1074.73
NDGL,251.1
NDL,793.96
NDLVENTURE,323.28
NDRAUTO,953.79
NDRINVIT,3994.38
NDTV,1467.37
NECCLTD,247.81
NECLIFE,745.22
NELCAST,1248.29
NELCO,1809.5
NEOGEN,4216.45
NESCO,6700.39
NESTLEIND,243348.45
NETF,660.16
NETWEB,14925.68
NETWORK18,8846.71
NEULANDLAB,8350.97
NEWGEN,13487.65
NEWJAISA,296.09
NEXT50,251.85
NEXT50IETF,723.32
NEXTMEDIA,48.56
NFL,6176.38
NGIL,78.99
NGIL-RE2,6.06
NGLFINE,1467.28
NH,25265.13
NHPC,100641.2
NIACL,39205.92
NIBL,83.6
NIDAN,43.85
NIF100BEES,252.02
NIF100IETF,84.23
NIF10GETF,0.56
NIF5GETF,0.81
NIFITETF,6.03
NIFMID150,4.53
NIFTY1,2407.41
NIFTY50ADD,397.82
NIFTYBEES,28887.54
NIFTYBETF,58.22
NIFTYETF,2592.18
NIFTYIETF,17013.6
NIFTYQLITY,45.1
NIITLTD,1381.9
NIITMTS,6003.15
NILAINFRA,459.27
NILASPACES,324.56
NILKAMAL,2983.01
NINSYS,922.3
NIPPOBATRY,437.25
NIRAJ,196.04
NIRMAN,126.28
NITCO,621.58
NITINSPIN,1945.77
NITIRAJ,244.49
NKIND,30.71
NLCINDIA,32692.73
NMDC,76840.49
NOCIL,4676.91
NOIDATOLL,247.64
NORBTEAEXP,14.81
NOVAAGRI,566.22
NPBET,9.61
NPST,3189
NRAIL,772.41
NRBBEARING,3241.58
NRL,578.64
NSIL,1812.4
NSLNISP,17070.78
NTL,14.02
NTPC,351892.01
NUCLEUS,3464.47
NURECA,276
NUVAMA,18416.55
NUVOCO,12534.4
NV20,66.79
NV20BEES,152.01
NV20IETF,134.34
NXST,20497.95
NYKAA,49729.54
OAL,1329.32
OBCL,117.64
OBEROIRLTY,67853.63
OCCL,785.22
OFSS,85235.33
OIL,75366.16
OILCOUNTUB,176.63
OLECTRA,14585.34
OLIL,22.7
OMAXAUTO,337.77
OMAXE,1764.99
OMINFRAL,1773.24
OMKARCHEM,14.4
ONDOOR,245.26
ONELIFECAP,23.03
ONEPOINT,1196.31
ONGC,341806.19
ONMOBILE,770.29
ONWARDTEC,915.13
OPTIEMUS,2519.48
ORBTEXP,489.65
ORCHPHARMA,5873.27
ORIANA,4833.73
ORICONENT,649.39
ORIENTALTL,33.52
ORIENTBELL,546.2
ORIENTCEM,4875.88
ORIENTCER,628.82
ORIENTELEC,5280.81
ORIENTHOT,2528.96
ORIENTLTD,110
ORIENTPPR,1067.93
ORISSAMINE,4680
ORTINLAB,17.06
OSIAHYPER,293.07
OSWALAGRO,637.62
OSWALGREEN,970.23
OSWALSEEDS,240.57
OWAIS,2363.71
PAGEIND,43444.34
PAISALO,6447.06
PAKKA,998.59
PALASHSECU,134.56
PALREDTEC,146.85
PANACEABIO,809.73
PANACHE,141.6
PANAMAPET,2433.66
PANSARI,184.06
PAR,279.32
PARACABLES,2213.56
PARADEEP,6436.75
PARAGMILK,2189.35
PARAGON,234.79
PARAS,5588.71
PARASPETRO,144.05
PARKHOTELS,4008.24
PARSVNATH,604.9
PARTYCRUS,138.9
PASHUPATI,593.4
PASUPTAC,337.37
PATANJALI,52751.7
PATELENG,6041.51
PATINTLOG,152.68
PATTECH,80.67
PAVNAIND,651.55
PAYTM,26136.12
PCBL,9552.82
PCJEWELLER,2555.07
PDMJEPAPER,961.84
PDSL,7011.94
PEARLPOLY,56.67
PEL,20225.35
PENIND,2291.25
PENINLAND,2003.78
PENTAGON,87.2
PERFECT,64.43
PERSISTENT,59232.23
PETRONET,46552.5
PFC,164675.08
PFIZER,22278.92
PFOCUS,2997.52
PFS,3185.08
PGEL,8312.16
PGHH,53365.45
PGHL,8266.49
PGIL,2694.03
PGINVIT,8734.17
PHANTOMFX,522.8
PHARMABEES,626.69
PHOENIXLTD,65369.54
PIDILITIND,158228.37
PIGL,104.3
PIIND,55377.11
PILANIINVS,4301.57
PILITA,284.12
PIONEEREMB,144.71
PITTIENG,3217.19
PIXTRANS,1776.45
PKTEA,103.71
PLADAINFO,26.24
PLASTIBLEN,705.09
PLATIND,1131.45
PLAZACABLE,385.28
PNB,141689.75
PNBGILTS,1979.57
PNBHOUSING,21760.97
PNC,92.44
PNCINFRA,11934.2
POCL,847.52
PODDARHOUS,57.38
PODDARMENT,468.96
POKARNA,2021.46
POLICYBZR,61683.19
POLYCAB,105312.3
POLYMED,18867.98
POLYPLEX,2806.49
POLYSIL,41.28
PONNIERODE,421.32
POONAWALLA,32849.94
POWERGRID,304594.78
POWERINDIA,48175.25
POWERMECH,7919.88
PPAP,290.5
PPL,1061.97
PPLPHARMA,20436.41
PRAENG,245.54
PRAJIND,12701.48
PRAKASH,3437.83
PRAKASHSTL,157.33
PRAMARA,145.01
PRATHAM,679.59
PRAXIS,203.1
PRECAM,1918.71
PRECISION,122.72
PRECOT,594
PRECWIRE,2472.63
PREMEXPLN,4489.06
PREMIER,11.6
PREMIERPOL,454.37
PRESSTONIC,80.16
PRESTIGE,75041.3
PRICOLLTD,6106.26
PRIMESECU,672.63
PRINCEPIPE,7544.69
PRITI,193.49
PRITIKA,70.13
PRITIKAUTO,461.46
PRIVISCL,5010.96
PRLIND,297.21
PROLIFE,90.13
PROPEQUITY,309.22
PROV,340.04
PROZONER,500.54
PRSMJOHNSN,8521.32
PRUDENT,7651.95
PRUDMOULI,77.92
PSB,41493.61
PSPPROJECT,2597.73
PSUBANK,1678.65
PSUBANKADD,36.29
PSUBNKBEES,2890.02
PSUBNKIETF,79.48
PTC,6115.53
PTCIL,19856.06
PTL,592.12
PULZ,105.77
PUNJABCHEM,1538.66
PURVA,9960.29
PURVFLEXI,372.55
PVP,709.34
PVRINOX,13640.86
PVSL,1815.55
PVTBANIETF,2501.56
PVTBANKADD,94.05
PYRAMID,610.63
QFIL,34.6
QGOLDHALF,207.22
QMSMEDI,189.21
QNIFTY,55.91
QUADPRO,26.54
QUAL30IETF,49.92
QUESS,9066.5
QUESTLAB,293.25
QUICKHEAL,2688.46
QUICKTOUCH,68.93
RACE,665.5
RADAAN,10.89
RADHIKAJWE,716.26
RADIANTCMS,877.03
RADICO,23701.04
RADIOCITY,562.78
RADIOCITY,562.78
RADIOWALLA,87.22
RAILTEL,13720.12
RAIN,5587.04
RAINBOW,13174.92
RAJESHEXPO,8485.77
RAJMET,297.22
RAJRATAN,2838.1
RAJRILTD,1176.11
RAJSREESUG,274.99
RAJTV,607.13
RALLIS,6378.58
RAMANEWS,284.72
RAMAPHO,380.4
RAMASTEEL,1764.24
RAMCOCEM,20245.53
RAMCOIND,2139.24
RAMCOSYS,1149.84
RAMKY,3688.24
RAMRAT,1628
RANASUG,410.64
RANEENGINE,300.19
RANEHOLDIN,1827.13
RATEGAIN,8856.33
RATNAMANI,23901.37
RATNAVEER,626.56
RAYMOND,16257.31
RBA,5351.25
RBL,746.16
RBLBANK,16166.48
RBMINFRA,484.64
RBS,224.57
RBZJEWEL,514
RCDL,96.86
RCF,10233.81
RECLTD,136071.85
REDINGTON,16827.69
REDTAPE,10517.16
REFEX,1949.23
REFRACTORY,505.98
REGENCERAM,107.09
RELAXO,20694.26
RELCHEMQ,168.66
RELIANCE,1973587.92
RELIGARE,7397.23
RELINFRA,8300.93
REMSONSIND,706.89
REMUS,1222.59
RENUKA,10931.92
REPCOHOME,3275.09
REPL,321.7
REPRO,962.21
RESPONIND,8528.81
REXPIPES,65.21
RGL,1009.48
RHIM,13629.09
RHL,322.14
RICHA,15.67
RICOAUTO,1950.81
RIIL,2009.81
RILINFRA,90.42
RISHABH,1671.31
RITCO,655.97
RITES,16725.01
RITEZONE,18.61
RKDL,68.62
RKEC,266.39
RKFORGE,15221.35
RKSWAMY,1337.14
RMDRIP,284.29
RML,1455.5
ROCKINGDCE,344.35
ROHLTD,1001.02
ROLEXRINGS,6857.35
ROLLT,117.06
ROLTA,72.99
ROML,81.09
ROSSARI,4267.04
ROSSELLIND,1836.57
ROTO,1535.83
ROUTE,9707.11
ROXHITECH,307.26
RPGLIFE,2553.62
RPOWER,12372.27
RPPINFRA,473.88
RPPL,271.59
RPSGVENT,2296.2
RPTECH,2186.22
RRKABEL,19816.62
RSSOFTWARE,513.76
RSWM,885.51
RSYSTEMS,5856.02
RTNINDIA,11058.16
RTNPOWER,9714.52
RUBYMILLS,719.83
RUCHINFRA,282.25
RUCHIRA,402.01
RULKA,195.91
RUPA,2091.5
RUSHIL,857.16
RUSTOMJEE,8934.07
RVHL,296.76
RVNL,81503.44
SAAKSHI,370.95
SABAR,31.72
SABEVENTS,10.21
SABTNL,535.57
SADBHAV,517.29
SADBHIN,219.44
SADHAV,303.2
SADHNANIQ,1617.74
SAFARI,10187.47
SAGARDEEP,48.87
SAGCEM,3293.83
SAH,237.07
SAHAJ,26.6
SAHANA,1339.45
SAHYADRI,454.27
SAIFL,97.3
SAIL,61937.23
SAKAR,678.6
SAKHTISUG,499.76
SAKSOFT,3148.25
SAKUMA,1139.42
SALASAR,3368.21
SALONA,158.92
SALSTEEL,180.21
SALZERELEC,1606.16
SAMBHAAV,94.41
SAMHI,4181
SAMPANN,125.61
SANCO,10.64
SANDESH,1011.27
SANDHAR,3370.68
SANDUMA,9778.81
SANGAMIND,2149.55
SANGHIIND,2604.96
SANGHVIMOV,4756.7
SANGINITA,48.15
SANOFI,16556.71
SANSERA,6830.57
SAPPHIRE,9929.65
SARDAEN,8016.67
SAREGAMA,10737.56
SARLAPOLY,775.24
SAROJA,16.14
SARTELE,364.5
SARVESHWAR,878
SASKEN,2337.99
SASTASUNDR,1099.53
SATIA,1237.5
SATIN,2656.83
SATINDLTD,1049.65
SAURASHCEM,1498.26
SBC,933.33
SBCL,3064.54
SBFC,9299.06
SBGLP,2202.39
SBICARD,69425.48
SBIETFCON,23.99
SBIETFIT,21.48
SBIETFPB,21.22
SBIETFQLTY,45.43
SBILIFE,145220.32
SBIN,762429.6
SCHAEFFLER,72290.45
SCHAND,810
SCHNEIDER,21686.74
SCI,12808.54
SCILAL,3502.34
SCML,108.4
SCPL,616.35
SDBL,2242.19
SDL24BEES,1647.29
SDL26BEES,7201.76
SEAMECLTD,2865.4
SECL,180.16
SECMARK,108.03
SECURCRED,51.94
SECURKLOUD,130.3
SEJALLTD,323.2
SEL,100.4
SELAN,1124.8
SELMC,218.52
SEMAC,187.39
SENCO,7983.33
SENSEXADD,7.64
SENSEXETF,13.67
SENSEXIETF,10158.57
SEPC,3091.72
SEQUENT,3041.17
SERVICE,64.97
SERVOTECH,1907.84
SESHAPAPER,2150.62
SETCO,140.32
SETF10GILT,32.26
SETFGOLD,2322.1
SETFNIF50,10975.03
SETFNIFBK,292.58
SETFNN50,42.19
SEYAIND,63.5
SFL,10233.31
SGBAPR28I,1333.2
SGBAUG24,2140.94
SGBAUG27,768.63
SGBAUG28V,4682.96
SGBAUG29V,1685.17
SGBAUG30,2528.71
SGBD29VIII,1823.16
SGBDC27VII,474.88
SGBDE30III,2092.8
SGBDE31III,9013.64
SGBDEC2513,95.48
SGBDEC26,154.88
SGBFEB27,151.39
SGBFEB28IX,296.35
SGBFEB29XI,898.83
SGBFEB32IV,9538.97
SGBJ28VIII,377.75
SGBJAN26,240.5
SGBJAN27,177.81
SGBJAN29IX,2109.37
SGBJAN29X,892.33
SGBJAN30IX,1715.13
SGBJU29III,1076.88
SGBJUL25,1698.08
SGBJUL27,393.92
SGBJUL28IV,3029.96
SGBJUL29IV,2143.15
SGBJUN27,337.94
SGBJUN28,1749.45
SGBJUN29II,1404.87
SGBJUN30,1907.73
SGBJUN31I,5762.48
SGBMAR25,1611.25
SGBMAR28X,547.93
SGBMAR30X,1145.69
SGBMAR31IV,2648.5
SGBMAY25,1465.02
SGBMAY26,471.36
SGBMAY28,1858.12
SGBMAY29I,3920.08
SGBMR29XII,2360.5
SGBN28VIII,1156.49
SGBNOV24,2598.54
SGBNOV25,126.96
SGBNOV258,99.04
SGBNOV26,296.83
SGBNV29VII,2387.13
SGBOC28VII,1371.77
SGBOCT25,192.65
SGBOCT25IV,273.63
SGBOCT25V,126.5
SGBOCT26,226.45
SGBOCT27,330.44
SGBOCT27VI,512.91
SGBSEP24,1886.34
SGBSEP27,456.54
SGBSEP28VI,2351.13
SGBSEP29VI,2587.45
SGBSEP31II,8656.24
SGIL,460.64
SGL,47.26
SHAH,172.24
SHAHALLOYS,130.7
SHAILY,3481.34
SHAKTIPUMP,6002.02
SHALBY,2981.07
SHALPAINTS,1213.81
SHANKARA,1667.87
SHANTHALA,48.26
SHANTI,17.77
SHANTIGEAR,4156.46
SHARDACROP,3892.11
SHARDAMOTR,5321.96
SHAREINDIA,5965.58
SHAREINDIA,5965.58
SHARIABEES,17.99
SHEETAL,65.87
SHEMAROO,406.28
SHERA,410.19
SHIGAN,188.55
SHILPAMED,5163.36
SHIVALIK,894.72
SHIVAMAUTO,477.77
SHIVAMILLS,81.06
SHIVATEX,243.7
SHK,2804.41
SHOPERSTOP,8049.17
SHRADHA,196.62
SHREDIGCEM,1618.53
SHREECEM,98933.41
SHREEKARNI,505.65
SHREEOSFM,249.97
SHREEPUSHK,667.31
SHREERAMA,339.28
SHRENIK,59.98
SHREYANIND,405.07
SHREYAS,767.31
SHRIPISTON,8484.22
SHRIRAMFIN,105127.48
SHRIRAMPPS,1903.86
SHRITECH,154.19
SHUBHLAXMI,28.83
SHYAMCENT,376.61
SHYAMMETL,18813.49
SICALLOG,920.01
SIDDHIKA,92.69
SIEMENS,268122.94
SIGACHI,2067.63
SIGIND,251.69
SIGMA,410.02
SIGNATURE,19866.1
SIGNORIA,61.85
SIGNPOST,1507.29
SIKKO,170.94
SIL,157.28
SILGO,61.98
SILINV,531.38
SILKFLEX,70.22
SILLYMONKS,18.07
SILVER,370.79
SILVER1,511.62
SILVERADD,151.8
SILVERBEES,3022.41
SILVERETF,85.6
SILVERIETF,2596.32
SILVERTUC,989.05
SILVRETF,62.99
SIMBHALS,138.9
SIMPLEXINF,868.57
SINCLAIR,584.88
SINDHUTRAD,3438.5
SINTERCOM,371.63
SIRCA,1778.55
SIS,6459.9
SITINET,55.81
SIYSIL,2216.56
SJLOGISTIC,676.36
SJS,2420.96
SJVN,51951.89
SKFINDIA,33321.19
SKIPPER,3768
SKIPPERPP,215.56
SKMEGGPROD,692.08
SKP,378.48
SKYGOLD,1747.31
SLONE,50.4
SMALLCAP,245.18
SMARTLINK,289.28
SMCGLOBAL,1788.28
SMLISUZU,2994.18
SMLT,281.72
SMSLIFE,239.17
SMSPHARMA,1827.98
SNOWMAN,1243.97
SOBHA,19202.97
SOFTTECH,442.26
SOLARA,2011.37
SOLARINDS,89302.37
SOLEX,1153.6
SOMANYCERA,3030.17
SOMATEX,115.29
SOMICONVEY,169.19
SONACOMS,37680.09
SONAMAC,286.35
SONAMLTD,160.77
SONATSOFTW,15789.32
SONUINFRA,43.45
SOTAC,133.71
SOTL,3689.96
SOUTHBANK,7304
SOUTHWEST,343.2
SPAL,1693.75
SPANDANA,5510.46
SPARC,7573.82
SPCENET,1811.91
SPECIALITY,856.04
SPECTRUM,2934.04
SPECTSTM,219.62
SPENCERS,798.3
SPIC,1728.91
SPLIL,173.48
SPLPETRO,14327.81
SPMLINFRA,1060.97
SPORTKING,1025.41
SPRL,63.85
SPYL,130.64
SREEL,676.13
SRF,71605.86
SRGHFL,445.55
SRHHYPOLTD,940.55
SRIVASAVI,158.75
SRM,406.11
SRPL,44.55
SSFL,175.69
SSWL,3444.44
STAR,8779.88
STARCEMENT,8930.74
STARHEALTH,30895.5
STARPAPER,403.79
STARTECK,347.63
STCINDIA,897
STEELCAS,1282.2
STEELCITY,147.9
STEELXIND,1452.27
STEL,765.9
STERTOOLS,1375.76
STLTECH,6582.72
STOVEKRAFT,1802.15
STYLAMIND,2804.9
STYRENIX,3598.02
SUBEXLTD,1683.2
SUBROS,4305.56
SUDARSCHEM,6093.38
SUKHJITS,726.42
SULA,4279.06
SUMICHEM,23459.85
SUMIT,242.25
SUMMITSEC,1681.05
SUNCLAY,3217.11
SUNDARAM,153.54
SUNDARMFIN,52218.81
SUNDARMHLD,6019.01
SUNDRMBRAK,304.54
SUNDRMFAST,27033.01
SUNFLAG,3861.56
SUNPHARMA,361099.91
SUNREST,27.27
SUNTECK,8774.54
SUNTV,30344.52
SUPERHOUSE,244.47
SUPERSPIN,48.4
SUPRAJIT,7096.12
SUPREMEENG,29.49
SUPREMEIND,78134.23
SUPREMEINF,221.44
SUPREMEPWR,624.78
SUPRIYA,3218.1
SURAJEST,1866.72
SURANASOL,191.91
SURANI,372.24
SURYALAXMI,134.44
SURYAROSNI,7065.55
SURYODAY,2185.05
SUTLEJTEX,954.3
SUULD,47.81
SUVEN,2115.32
SUVENPHAR,18631.61
SUVIDHAA,117.49
SUZLON,66563.69
SVLL,267.73
SVPGLOB,79.32
SWANENERGY,20500.08
SWARAJ,385.75
SWARAJENG,3516.63
SWASTIK,165.06
SWELECTES,1947.6
SWSOLAR,17444.72
SYMPHONY,8459.64
SYNCOMF,1178.76
SYNGENE,28781.39
SYNOPTICS,84.38
SYRMA,8457.49
SYSTANGO,338.85
TAC,644.44
TAINWALCHM,163.82
TAJGVK,2143.76
TAKE,318.06
TALBROAUTO,1992.89
TANLA,12725.28
TAPIFRUIT,61.27
TARACHAND,725.36
TARC,5603.88
TARMAT,164.1
TARSONS,2817.8
TASTYBITE,2796.93
TATACHEM,28227
TATACOMM,52256.18
TATACONSUM,105259.66
TATAELXSI,45137.96
TATAGOLD,133.37
TATAINVEST,34151.82
TATAMOTORS,324918.94
TATAMTRDVR,33251
TATAPOWER,141505.61
TATASTEEL,224790.87
TATATECH,41743.29
TATSILV,74.75
TATVA,2549.73
TBI,530.86
TBOTEK,17173.16
TBZ,796.43
TCI,7074.73
TCIEXP,4466.9
TCIFINANCE,16.43
TCL,455.88
TCLCONS,751.75
TCNSBRANDS,3443.34
TCPLPACK,2061.74
TCS,1375235.07
TDPOWERSYS,5868.87
TEAMLEASE,4762.12
TECH,77.59
TECHIN,48.35
TECHLABS,1216.59
TECHM,134772.39
TECHNOE,15389.52
TECILCHEM,70.58
TEGA,10971.7
TEJASNET,24489.98
TEMBO,266.49
TERASOFT,116.61
TEXINFRA,1676.42
TEXMOPIPES,224.8
TEXRAIL,8300.93
TFCILTD,1648.2
TFL,106.3
TGBHOTELS,47.36
TGL,521.44
THANGAMAYL,3759.17
THEINVEST,736.62
THEJO,3095.93
THEMISMED,2043.29
THERMAX,60888.87
THOMASCOOK,11477.76
THOMASCOTT,282.78
THYROCARE,3391.62
TI,5142.11
TIDEWATER,3392.45
TIIL,6755.33
TIINDIA,83168.83
TIJARIA,56.94
TIL,1791.93
TIMESCAN,44.97
TIMESGTY,103.87
TIMETECHNO,6746.6
TIMKEN,34751.06
TIPSFILMS,265.43
TIPSINDLTD,5747.95
TIRUMALCHM,3204.75
TIRUPATI,659.47
TIRUPATIFL,280.14
TITAGARH,20000.4
TITAN,307151.82
TMB,7512.19
TNIDETF,86.49
TNPETRO,809.38
TNPL,1885.92
TOKYOPLAST,104.04
TOP100CASE,15.45
TORNTPHARM,97318.29
TORNTPOWER,76172.95
TOTAL,198.46
TOUCHWOOD,160.68
TPHQ,102.49
TPLPLASTEH,680.97
TRACXN,877.64
TRANSTEEL,136.2
TREEHOUSE,104.72
TREJHARA,246.05
TREL,1056.49
TRENT,189972.5
TRF,668.96
TRIDENT,19706.06
TRIDHYA,73.36
TRIGYN,393.04
TRIL,10891.9
TRITURBINE,18945.46
TRIVENI,9106.16
TRU,572.81
TRUST,510.34
TTKHLTCARE,2091.29
